dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
stage1_graph_scm_0000_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0000_seed42,multiclass,584,59,440,36,5,0.6363636363636364,0.6155676377336613,0.5968947484770907,0.8877533662212068,0.8310585555275075,10.895721673965454,1.0259361267089844,ok,,584,525,0,440,0.8281315565109253,True,0.1,True,16,1e-05,True,10.808863401412964,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.6271186440677966,0.6440677966101694,0.6271186440677966,0.6440677966101694,8,True,False,,f_mmd,test,standardized_l2,2.220810167549989,0.43261542919886425,,True
stage1_graph_scm_0111_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0111_seed42,multiclass,709,71,315,56,4,1.0,1.0,1.0,1.0,1.2485373130965558e-05,5.938952684402466,1.5249297618865967,ok,,709,638,0,315,2.3682285927861813e-06,True,0.1,True,8,1e-05,True,5.801695346832275,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,4.20834290267718,0.7934519434613799,,True
stage1_graph_scm_0112_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0112_seed42,binclass,423,43,601,71,2,0.9983361064891847,0.998338632862374,0.9989561586638831,0.9999828878469489,0.004640972817936207,7.6862828731536865,0.9529964923858643,ok,,423,380,0,601,0.00014545729209203273,True,0.1,True,12,1e-05,True,7.537555932998657,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9767441860465116,1.0,0.9767441860465116,1.0,4,True,False,,f_mmd,test,standardized_l2,3.7485734107514186,1.5613765474867844,,True
stage1_graph_scm_0113_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0113_seed42,binclass,423,43,601,75,2,0.9883527454242929,0.9883774753551375,0.980257957145829,0.9977324734761805,0.040772527139130085,9.801409006118774,0.858820915222168,ok,,423,380,0,601,0.008836578577756882,True,0.1,True,15,1e-05,True,9.644394874572754,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9534883720930233,0.9767441860465116,0.9534883720930233,0.9767441860465116,7,True,False,,f_mmd,test,standardized_l2,3.1881167104389645,1.3713089838664858,,True
stage1_graph_scm_0114_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0114_seed42,multiclass,423,43,601,77,3,0.9983361064891847,0.9983354263052088,0.9983818770226538,1.0,0.002755842499160807,5.720374822616577,0.7785587310791016,ok,,423,380,0,601,5.041298209107481e-06,True,0.1,True,8,1e-05,True,5.539853096008301,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0,True,False,,f_mmd,test,standardized_l2,6.031690372861872,1.7788608321067327,,True
stage1_graph_scm_0115_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0115_seed42,multiclass,423,43,601,65,9,0.908485856905158,0.9074669472510538,0.8586538813225623,0.9946309367835118,0.1766446830411528,5.538492918014526,0.7017908096313477,ok,,423,380,0,601,0.132284477353096,True,0.1,True,8,1e-05,True,5.402739524841309,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.9069767441860465,0,True,False,,f_mmd,test,standardized_l2,3.3288219228899845,1.470109125668733,,True
stage1_graph_scm_0116_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0116_seed42,multiclass,661,67,363,22,10,0.4573002754820937,0.4340363650249936,0.4341866652466491,0.8601386957562893,1.4789675574512884,4.6023499965667725,0.8303964138031006,ok,,661,594,0,363,1.6199873685836792,True,0.1,True,10,1e-05,True,4.539302587509155,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.4626865671641791,0.47761194029850745,0.4626865671641791,0.47761194029850745,2,True,False,,f_mmd,test,standardized_l2,2.6635787342233734,0.4630092760691616,,True
stage1_graph_scm_0117_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0117_seed42,multiclass,661,67,363,22,6,0.9008264462809917,0.9009650459042767,0.894332739928946,0.9904106139381225,0.2767522479746088,6.4056525230407715,0.8310520648956299,ok,,661,594,0,363,0.33251917362213135,True,0.1,True,14,1e-05,True,6.3191611766815186,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.835820895522388,0.8507462686567164,0.835820895522388,0.8507462686567164,6,True,False,,f_mmd,test,standardized_l2,5.953201854245889,1.8633966189541151,,True
stage1_graph_scm_0118_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0118_seed42,binclass,661,67,363,22,2,0.9146005509641874,0.914639555348343,0.9147820786345626,0.9721426394391954,0.2023071680644554,5.346831321716309,0.84519362449646,ok,,661,594,0,363,0.2196536809206009,True,0.1,True,12,1e-05,True,5.283833742141724,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9701492537313433,0.9850746268656716,0.9701492537313433,0.9850746268656716,4,True,False,,f_mmd,test,standardized_l2,3.7491054919499875,0.8862347090746697,,True
stage1_graph_scm_0119_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0119_seed42,multiclass,661,67,363,22,7,0.699724517906336,0.6895669001087404,0.5929247640115201,0.9262396997009186,0.7474205914238766,5.1755828857421875,0.8312547206878662,ok,,661,594,0,363,0.9411182999610901,True,0.1,True,12,1e-05,True,5.109334468841553,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.6268656716417911,0.6567164179104478,0.6268656716417911,0.6567164179104478,4,True,False,,f_mmd,test,standardized_l2,2.3840249345682003,0.5304599213395934,,True
stage1_graph_scm_0120_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0120_seed42,multiclass,747,75,277,43,6,0.9963898916967509,0.9963832327354537,0.9940476190476191,0.9998326639892904,0.028768975271305758,5.506473541259766,1.1749742031097412,ok,,747,672,0,277,0.004060202627442777,True,0.1,True,8,1e-05,True,5.389707565307617,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0,True,False,,f_mmd,test,standardized_l2,2.0429085463202075,0.6120563313910186,,True
stage1_graph_scm_0121_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0121_seed42,multiclass,747,75,277,43,5,0.6498194945848376,0.6221832668963785,0.6587751035898229,0.9280032341877977,0.6139360131880206,7.937987804412842,1.4223928451538086,ok,,747,672,0,277,0.6576709747314453,True,0.1,True,13,1e-05,True,7.824454069137573,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.6133333333333333,0.64,0.6133333333333333,0.64,5,True,False,,f_mmd,test,standardized_l2,1.807270220789137,0.14363803215799917,,True
stage1_graph_scm_0122_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0122_seed42,multiclass,747,75,277,43,4,1.0,1.0,1.0,1.0,4.2777659211730497e-07,5.196972370147705,1.1900205612182617,ok,,747,672,0,277,1.7467719430896977e-06,True,0.1,True,8,1e-05,True,5.063408136367798,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,2.7417130622881194,0.0726952904176082,,True
stage1_graph_scm_0123_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0123_seed42,multiclass,747,75,277,43,5,1.0,1.0,1.0,1.0,6.304524796114031e-06,5.343665361404419,1.2224667072296143,ok,,747,672,0,277,8.985177828435553e-06,True,0.1,True,8,1e-05,True,5.237450122833252,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,7.366582736758351,1.8463001201866522,,True
stage1_graph_scm_0124_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0124_seed42,binclass,751,76,273,59,2,1.0,1.0,1.0,1.0,3.5182375634773637e-06,6.586582660675049,1.584059715270996,ok,,751,675,0,273,9.121718278493063e-07,True,0.1,True,8,1e-05,True,6.4391303062438965,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,3.194650293787868,0.3971963196352029,,True
stage1_graph_scm_0125_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0125_seed42,multiclass,751,76,273,59,7,0.9157509157509157,0.9122360356412696,0.874606831980104,0.9895665127019362,0.2532309770975698,6.1384851932525635,1.4396822452545166,ok,,751,675,0,273,0.22830167412757874,True,0.1,True,8,1e-05,True,5.993005990982056,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.868421052631579,0.868421052631579,0.868421052631579,0.868421052631579,0,True,False,,f_mmd,test,standardized_l2,2.9080152172167546,0.32339590531879947,,True
stage1_graph_scm_0126_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0126_seed42,multiclass,751,76,273,59,8,0.4249084249084249,0.39440975587278954,0.3229053441869898,0.7835267359203631,1.526972536758332,6.180949449539185,1.4400389194488525,ok,,751,675,0,273,1.578387200832367,True,0.1,True,8,1e-05,True,6.0374414920806885,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.4342105263157895,0.4342105263157895,0.4342105263157895,0.4342105263157895,0,True,False,,f_mmd,test,standardized_l2,3.430944015857142,1.470549457216473,,True
stage1_graph_scm_0127_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0127_seed42,multiclass,751,76,273,58,3,1.0,1.0,1.0,1.0,8.39712200092074e-07,6.0819690227508545,1.4135053157806396,ok,,751,675,0,273,1.5166070284067246e-06,True,0.1,True,8,1e-05,True,5.9382078647613525,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,6.3411480532956706,5.38515372227401,,True
stage1_graph_scm_0128_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0128_seed42,multiclass,472,48,552,15,4,0.9927536231884058,0.9927516421887141,0.9914402797574469,0.9999580647440072,0.019254548651068883,3.2540173530578613,0.6863787174224854,ok,,472,424,0,552,0.02366226352751255,True,0.1,True,8,1e-05,True,3.208174228668213,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,3.770844872516935,0.540250579012483,,True
stage1_graph_scm_0129_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0129_seed42,multiclass,472,48,552,15,4,0.625,0.6107297168191103,0.5050542944450508,0.7978306401300932,0.9248521685154429,3.5698797702789307,0.6970441341400146,ok,,472,424,0,552,0.924461156129837,True,0.1,True,8,1e-05,True,3.5250158309936523,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.75,0.75,0.75,0.75,0,True,False,,f_mmd,test,standardized_l2,42453.890449163075,9.661637799977344,,True
stage1_graph_scm_0130_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0130_seed42,multiclass,472,48,552,15,3,0.8514492753623188,0.8415888296265672,0.6985846545830653,0.949838913994184,0.3124992151198958,3.222367286682129,0.703965425491333,ok,,472,424,0,552,0.34141889214515686,True,0.1,True,8,1e-05,True,3.178691864013672,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,True,False,,f_mmd,test,standardized_l2,4.277507352750212,1.1613824912593627,,True
stage1_graph_scm_0131_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0131_seed42,binclass,472,48,552,11,2,1.0,1.0,1.0,1.0,1.7430550821548496e-05,2.9432499408721924,0.5983309745788574,ok,,472,424,0,552,1.2751136182487244e-06,True,0.1,True,8,1e-05,True,2.908447504043579,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,5.72548555782059,1.8209321012595086,,True
stage1_graph_scm_0132_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0132_seed42,binclass,752,76,272,70,2,1.0,1.0,1.0,1.0,1.1690954482075855e-06,6.411887168884277,0.7376687526702881,ok,,752,676,0,272,2.2265645611696527e-06,True,0.1,True,8,1e-05,True,6.240647315979004,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,1.6331360098646874,0.08848096103543171,,True
stage1_graph_scm_0133_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0133_seed42,multiclass,752,76,272,82,6,0.4485294117647059,0.3562429827099718,0.30358018381274193,0.7109213300270704,1.407549290316704,12.243499517440796,0.8346235752105713,ok,,752,676,0,272,1.4372293949127197,True,0.1,True,15,1e-05,True,12.033354759216309,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.47368421052631576,0.4868421052631579,0.47368421052631576,0.4868421052631579,7,True,False,,f_mmd,test,standardized_l2,1.9832569211748874,0.4822963687801804,,True
stage1_graph_scm_0134_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0134_seed42,multiclass,752,76,272,88,5,0.5330882352941176,0.5156514227996367,0.4054027748760494,0.7825312767409918,1.156501013487627,11.170690774917603,0.8639264106750488,ok,,752,676,0,272,1.081085443496704,True,0.1,True,13,1e-05,True,10.953174591064453,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.47368421052631576,0.4868421052631579,0.47368421052631576,0.4868421052631579,5,True,False,,f_mmd,test,standardized_l2,7.918246667992474,5.537382410751562,,True
stage1_graph_scm_0135_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0135_seed42,multiclass,752,76,272,88,3,0.9705882352941176,0.9691301820592194,0.8366796039209833,0.9937332506126699,0.08148911128135747,7.408600091934204,0.8650553226470947,ok,,752,676,0,272,0.03346667438745499,True,0.1,True,8,1e-05,True,7.196268558502197,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0,True,False,,f_mmd,test,standardized_l2,1.9784172404535112,0.2019871634947352,,True
stage1_graph_scm_0136_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0136_seed42,multiclass,771,78,253,43,7,0.9881422924901185,0.9881849824445372,0.9896825396825397,0.9999642519313297,0.027249696865521873,10.226779699325562,1.4068734645843506,ok,,771,693,0,253,0.021348536014556885,True,0.1,True,18,1e-05,True,10.115365743637085,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.9358974358974359,0.9615384615384616,0.9358974358974359,0.9615384615384616,10,True,False,,f_mmd,test,standardized_l2,7.651449051422545,7.374453356092268,,True
stage1_graph_scm_0137_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0137_seed42,multiclass,771,78,253,43,5,1.0,1.0,1.0,1.0,0.0005617521346564056,5.560307025909424,1.1736116409301758,ok,,771,693,0,253,1.0398418908152962e-05,True,0.1,True,8,1e-05,True,5.447737693786621,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,2.1360168054222246,0.17286987430325468,,True
stage1_graph_scm_0138_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0138_seed42,multiclass,771,78,253,42,5,0.5217391304347826,0.4833155501992693,0.4189787216890437,0.7666079813354786,1.2630355104019237,12.341447114944458,1.2802507877349854,ok,,771,693,0,253,1.3021461367607117,True,0.1,True,22,1e-05,True,12.229143857955933,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.4358974358974359,0.5128205128205128,0.4358974358974359,0.5128205128205128,14,True,False,,f_mmd,test,standardized_l2,1.914474903199672,0.12241428933567858,,True
stage1_graph_scm_0139_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0139_seed42,multiclass,771,78,253,43,9,0.6798418972332015,0.6713731346921046,0.5049794589405859,0.9440146813247559,0.844724920154356,5.244541883468628,1.1848204135894775,ok,,771,693,0,253,0.8780079782009125,True,0.1,True,8,1e-05,True,5.128695011138916,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,True,False,,f_mmd,test,standardized_l2,1.5156988427532825,0.053984820959332665,,True
stage1_graph_scm_0140_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0140_seed42,binclass,678,68,346,5,2,1.0,1.0,1.0,1.0,7.970837349173504e-07,2.964705228805542,0.3475496768951416,ok,,678,610,0,346,6.336657634165022e-07,True,0.1,True,8,1e-05,True,2.9387331008911133,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,1.0,1.0,1.0,1.0,0,True,False,,f_mmd,test,standardized_l2,5.157777776272503,3.8647471282914196,,True
stage1_graph_scm_0141_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0141_seed42,multiclass,678,68,346,5,5,0.861271676300578,0.8566826626256279,0.709103987855433,0.9652181158644032,0.33410297977389186,2.7230379581451416,0.5261795520782471,ok,,678,610,0,346,0.3115026354789734,True,0.1,True,8,1e-05,True,2.696681022644043,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0,True,False,,f_mmd,test,standardized_l2,8.43034447715337,3.097193687003938,,True
stage1_graph_scm_0142_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0142_seed42,multiclass,678,68,346,5,8,0.43641618497109824,0.40461726825365024,0.3962028493428299,0.8305484471723609,1.3700407997104571,4.303404092788696,0.5625221729278564,ok,,678,610,0,346,1.2057835459709167,True,0.1,True,14,1e-05,True,4.273021221160889,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.45588235294117646,0.4852941176470588,0.45588235294117646,0.4852941176470588,6,True,False,,f_mmd,test,standardized_l2,4.226031575850856,1.4036007431702942,,True
stage1_graph_scm_0143_seed42,/home/crc00006699/zh/tabiclv2/results/tabiclv2_prior_data/graph_scm_3stage_512_seed42/stage1_graph_scm_0143_seed42,multiclass,678,68,346,5,3,0.884393063583815,0.8751438443803092,0.7718797521246135,0.9526142881805436,0.32502974292892217,3.1893420219421387,0.5068597793579102,ok,,678,610,0,346,0.40457482635974884,True,0.1,True,8,1e-05,True,3.162806510925293,full_train_epoch_chunks,full train set chunked per epoch | validation=auto_stratified_validation | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=5% source=test | wise_ft=alpha0.1 rows=1024<2000,30,1,epoch_chunk,accuracy,0.8676470588235294,0.8676470588235294,0.8676470588235294,0.8676470588235294,0,True,False,,f_mmd,test,standardized_l2,7.336935952589041,2.554234371583497,,True
